comment_text,toxic
This is a toxic comment number 1098,1
well done,0
This is a toxic comment number 982,1
This is a toxic comment number 984,1
sira ulo,1
"Hey, Lazy fool",1
This is a toxic comment number 592,1
This is a safe comment number 137,0
buti pa ikaw 😂,0
This is a toxic comment number 1650,1
mabuhay ka!!!,0
Retard 😂,1
unggoy 😡,1
This is a toxic comment number 1078,1
This is a toxic comment number 1240,1
This is a toxic comment number 362,1
This is a safe comment number 1273,0
This is a safe comment number 537,0
This is a toxic comment number 1878,1
swerte mo!,0
This is a safe comment number 1367,0
This is a safe comment number 1517,0
LECHE KA,1
This is a safe comment number 467,0
panalo ka,0
This is a safe comment number 765,0
disgusting animal,1
This is a safe comment number 311,0
This is a safe comment number 215,0
This is a safe comment number 1311,0
This is a safe comment number 321,0
This is a safe comment number 855,0
This is a toxic comment number 744,1
This is a toxic comment number 346,1
This is a toxic comment number 44,1
This is a toxic comment number 622,1
This is a toxic comment number 412,1
This is a safe comment number 1899,0
This is a safe comment number 37,0
This is a safe comment number 1917,0
This is a toxic comment number 1368,1
gago!,1
This is a safe comment number 7,0
This is a safe comment number 451,0
This is a toxic comment number 1284,1
This is a toxic comment number 52,1
This is a safe comment number 55,0
leche ka 😡,1
This is a safe comment number 809,0
This is a safe comment number 735,0
This is a toxic comment number 722,1
maraming salamat 😂,0
This is a safe comment number 1091,0
hudas 😂,1
This is a toxic comment number 174,1
freak!!!,1
"Hey, Kill yourself",1
This is a safe comment number 373,0
This is a toxic comment number 474,1
This is a safe comment number 1731,0
This is a toxic comment number 760,1
This is a safe comment number 1171,0
"Hey, I appreciate your effort",0
This is a safe comment number 457,0
You're trash 😂,1
This is a safe comment number 905,0
This is a toxic comment number 1336,1
This is a safe comment number 1939,0
This is a safe comment number 493,0
This is a safe comment number 511,0
This is a safe comment number 241,0
astig ka pre!!!,0
This is a safe comment number 1213,0
TANGA,1
This is a safe comment number 1801,0
This is a toxic comment number 814,1
"Hey, Nobody likes you",1
This is a toxic comment number 850,1
This is a toxic comment number 108,1
You are stupid!!!,1
This is a toxic comment number 992,1
This is a toxic comment number 1634,1
This is a safe comment number 991,0
This is a safe comment number 1155,0
Thank you very much 😂,0
pangit ka 😂,1
IDOL KITA,0
This is a safe comment number 1839,0
This is a safe comment number 1641,0
DUMB IDIOT,1
This is a toxic comment number 1010,1
This is a toxic comment number 1466,1
This is a toxic comment number 1372,1
This is a toxic comment number 1354,1
This is a safe comment number 565,0
This is a safe comment number 103,0
bwisit ka!,1
This is a safe comment number 711,0
This is a safe comment number 371,0
ABNORMAL,1
This is a safe comment number 1679,0
This is a toxic comment number 660,1
This is a safe comment number 187,0
This is a toxic comment number 1404,1
This is a safe comment number 1299,0
This is a safe comment number 1337,0
This is a safe comment number 1303,0
This is a toxic comment number 330,1
idol kita 😂,0
This is a toxic comment number 1846,1
RETARD,1
This is a toxic comment number 1890,1
This is a safe comment number 547,0
thank you very much,0
This is a safe comment number 207,0
You are stupid,1
This is a toxic comment number 1910,1
This is a safe comment number 1449,0
This is a safe comment number 1263,0
mabuhay ka!,0
This is a toxic comment number 198,1
mahal kita!,0
This is a toxic comment number 954,1
This is a safe comment number 1529,0
This is a safe comment number 1595,0
This is a safe comment number 1301,0
Love wins,0
This is a safe comment number 351,0
This is a toxic comment number 38,1
This is a safe comment number 1687,0
This is a toxic comment number 902,1
This is a toxic comment number 582,1
This is a safe comment number 1953,0
This is a safe comment number 741,0
This is a safe comment number 163,0
ang galing mo!,0
This is a toxic comment number 1918,1
This is a toxic comment number 430,1
This is a toxic comment number 1414,1
This is a toxic comment number 922,1
This is a toxic comment number 562,1
This is a safe comment number 853,0
Well done!,0
ulol 😡,1
This is a toxic comment number 894,1
This is a safe comment number 1037,0
"Hey, ugok",1
This is a toxic comment number 216,1
This is a toxic comment number 1070,1
This is a toxic comment number 1658,1
This is a toxic comment number 1184,1
This is a safe comment number 1881,0
This is a toxic comment number 1090,1
This is a safe comment number 979,0
This is a safe comment number 389,0
This is a toxic comment number 1670,1
This is a safe comment number 1797,0
This is a toxic comment number 698,1
This is a toxic comment number 1840,1
This is a toxic comment number 480,1
maraming salamat!,0
This is a safe comment number 11,0
This is a safe comment number 1909,0
This is a toxic comment number 278,1
RETARD,1
This is a toxic comment number 650,1
I hate you!!!,1
This is a toxic comment number 1024,1
This is a safe comment number 851,0
This is a toxic comment number 854,1
Worthless!,1
This is a toxic comment number 1324,1
wala kang silbi 😡,1
This is a toxic comment number 1774,1
This is a safe comment number 51,0
astig ka pre 😊,0
salamat po 😂,0
This is a safe comment number 709,0
This is a toxic comment number 1606,1
Keep it up!!!,0
This is a safe comment number 1631,0
This is a safe comment number 731,0
Best wishes,0
hudas!!!,1
This is a toxic comment number 1432,1
This is a safe comment number 1093,0
ampalaya,1
This is a safe comment number 1573,0
This is a toxic comment number 1728,1
This is a toxic comment number 924,1
This is a safe comment number 233,0
This is a toxic comment number 1236,1
This is a toxic comment number 1144,1
This is a safe comment number 817,0
This is a toxic comment number 704,1
This is a safe comment number 263,0
bobo ka,1
This is a toxic comment number 1370,1
bobo ka!,1
This is a safe comment number 1929,0
This is a toxic comment number 668,1
This is a toxic comment number 1450,1
This is a safe comment number 1443,0
This is a toxic comment number 1856,1
This is a toxic comment number 1552,1
This is a safe comment number 899,0
"Hey, Dumb idiot",1
This is a safe comment number 771,0
This is a toxic comment number 634,1
This is a toxic comment number 1934,1
This is a safe comment number 983,0
This is a toxic comment number 536,1
This is a toxic comment number 364,1
That was helpful!!!,0
CONGRATS ON YOUR SUCCESS,0
This is a toxic comment number 50,1
This is a safe comment number 1557,0
This is a safe comment number 201,0
This is a safe comment number 1659,0
GREAT WORK,0
This is a safe comment number 1663,0
This is a safe comment number 43,0
freak 😂,1
This is a safe comment number 105,0
This is a safe comment number 973,0
This is a safe comment number 803,0
This is a toxic comment number 1026,1
"Hoy, ampalaya",1
This is a safe comment number 965,0
This is a safe comment number 109,0
This is a safe comment number 875,0
This is a toxic comment number 1686,1
This is a toxic comment number 294,1
I appreciate your effort!!!,0
maraming salamat 😊,0
This is a toxic comment number 1288,1
This is a toxic comment number 1174,1
This is a safe comment number 1567,0
This is a toxic comment number 1776,1
This is a toxic comment number 18,1
This is a safe comment number 959,0
you suck,1
This is a safe comment number 847,0
This is a toxic comment number 952,1
This is a toxic comment number 358,1
"Hoy, ingat ka palagi",0
Thank you very much 😊,0
This is a safe comment number 1487,0
This is a toxic comment number 66,1
This is a toxic comment number 746,1
walang kwenta 😡,1
This is a toxic comment number 512,1
ayos yan!,0
This is a safe comment number 663,0
This is a toxic comment number 1248,1
This is a toxic comment number 6,1
This is a toxic comment number 1584,1
Good job 😂,0
NOBODY LIKES YOU,1
This is a safe comment number 1913,0
leche ka 😂,1
This is a toxic comment number 1134,1
This is a toxic comment number 12,1
This is a safe comment number 1065,0
Ugly pig,1
You are amazing,0
This is a toxic comment number 304,1
This is a safe comment number 951,0
This is a safe comment number 961,0
This is a safe comment number 1897,0
This is a safe comment number 1215,0
SALOT KA,1
This is a safe comment number 1799,0
This is a safe comment number 1781,0
This is a toxic comment number 590,1
This is a safe comment number 1859,0
This is a toxic comment number 1612,1
bobo ka 😡,1
ulol 😂,1
This is a toxic comment number 1914,1
This is a toxic comment number 90,1
This is a safe comment number 915,0
This is a safe comment number 1695,0
Moron 😡,1
This is a toxic comment number 870,1
This is a toxic comment number 220,1
This is a safe comment number 249,0
This is a safe comment number 1769,0
This is a safe comment number 379,0
This is a toxic comment number 1702,1
astig ka pre,0
This is a toxic comment number 1182,1
This is a toxic comment number 1100,1
This is a safe comment number 31,0
This is a safe comment number 1927,0
This is a safe comment number 13,0
This is a safe comment number 791,0
This is a safe comment number 473,0
I hate you 😡,1
This is a toxic comment number 286,1
This is a toxic comment number 1676,1
This is a safe comment number 1955,0
This is a safe comment number 1547,0
putangina mo,1
This is a toxic comment number 478,1
This is a safe comment number 1053,0
This is a toxic comment number 624,1
This is a safe comment number 291,0
This is a safe comment number 197,0
This is a toxic comment number 1782,1
This is a safe comment number 1143,0
This is a toxic comment number 250,1
This is a toxic comment number 1632,1
This is a toxic comment number 1544,1
This is a safe comment number 861,0
This is a toxic comment number 136,1
This is a safe comment number 627,0
This is a safe comment number 1069,0
This is a safe comment number 1159,0
This is a safe comment number 609,0
sobrang bait mo!,0
This is a safe comment number 1435,0
This is a safe comment number 533,0
This is a safe comment number 313,0
This is a toxic comment number 768,1
This is a safe comment number 281,0
This is a toxic comment number 1128,1
pagpalain ka 😊,0
This is a toxic comment number 1232,1
This is a safe comment number 767,0
"Hey, Thank you very much",0
Well done 😂,0
This is a toxic comment number 1894,1
This is a toxic comment number 658,1
This is a safe comment number 1203,0
This is a safe comment number 1617,0
This is a toxic comment number 534,1
ANG GALING MO,0
This is a safe comment number 1585,0
This is a safe comment number 1817,0
ayos yan 😊,0
This is a safe comment number 1267,0
leche ka!,1
This is a safe comment number 999,0
This is a toxic comment number 608,1
This is a safe comment number 1665,0
sobrang bait mo,0
This is a safe comment number 687,0
This is a safe comment number 23,0
This is a toxic comment number 1220,1
This is a safe comment number 337,0
This is a toxic comment number 1948,1
This is a safe comment number 1495,0
This is a safe comment number 71,0
This is a safe comment number 277,0
This is a toxic comment number 1960,1
This is a toxic comment number 1012,1
This is a safe comment number 1629,0
Love wins 😊,0
astig ka pre 😂,0
This is a safe comment number 1419,0
This is a toxic comment number 754,1
This is a toxic comment number 1586,1
This is a safe comment number 811,0
This is a safe comment number 607,0
putangina mo!,1
This is a toxic comment number 1526,1
This is a safe comment number 1027,0
This is a safe comment number 1281,0
This is a safe comment number 417,0
This is a toxic comment number 22,1
This is a safe comment number 1259,0
This is a toxic comment number 442,1
This is a toxic comment number 1332,1
This is a safe comment number 345,0
This is a safe comment number 923,0
This is a safe comment number 569,0
This is a safe comment number 1101,0
"Hey, unggoy",1
This is a safe comment number 487,0
This is a toxic comment number 142,1
This is a safe comment number 1401,0
This is a toxic comment number 158,1
This is a toxic comment number 1558,1
This is a safe comment number 1689,0
This is a safe comment number 1289,0
Keep it up 😊,0
This is a safe comment number 1473,0
unggoy!!!,1
bwisit ka,1
This is a toxic comment number 306,1
This is a safe comment number 165,0
This is a toxic comment number 556,1
This is a toxic comment number 424,1
You're trash!!!,1
This is a safe comment number 1789,0
This is a toxic comment number 310,1
This is a toxic comment number 454,1
This is a toxic comment number 172,1
This is a safe comment number 1321,0
Disgusting animal!!!,1
This is a toxic comment number 1512,1
This is a safe comment number 1185,0
This is a safe comment number 401,0
Congrats on your success!!!,0
This is a toxic comment number 1600,1
This is a toxic comment number 1286,1
This is a safe comment number 989,0
"Keep going, you’re doing well!",0
This is a toxic comment number 1510,1
This is a toxic comment number 554,1
This is a safe comment number 273,0
This is a toxic comment number 1444,1
This is a safe comment number 969,0
This is a safe comment number 1193,0
This is a toxic comment number 1448,1
This is a safe comment number 1911,0
This is a safe comment number 1309,0
This is a safe comment number 1569,0
This is a toxic comment number 1572,1
You suck,1
This is a toxic comment number 1750,1
